seq0 seq1 length score
serrano178 amypro20 98 (10.0)
serrano179 amypro20 98 (12.0)
serrano180 amypro20 103 (13.0)
serrano181 amypro20 98 (14.0)
serrano182 amypro20 98 (10.0)
serrano183 amypro20 99 (12.0)
serrano184 amypro20 101 (10.0)
serrano185 amypro20 98 (5.0)
serrano186 amypro20 98 (10.0)
serrano187 amypro20 98 (10.5)
serrano188 amypro20 98 (11.0)
serrano189 amypro20 100 (11.0)
serrano190 amypro20 105 (10.0)
serrano191 amypro20 99 (10.0)
serrano192 amypro20 98 (16.0)
serrano193 amypro20 98 (10.5)
serrano194 amypro20 98 (14.0)
serrano195 amypro20 98 (7.0)
serrano196 amypro20 98 (9.0)
serrano197 amypro20 98 (10.0)
serrano198 amypro20 98 (9.0)
serrano199 amypro20 104 (10.0)
serrano200 amypro20 98 (12.0)
serrano201 amypro20 98 (13.5)
serrano202 amypro20 102 (10.0)
serrano203 amypro20 98 (7.5)
serrano204 amypro20 98 (12.0)
serrano205 amypro20 98 (11.0)
serrano206 amypro20 98 (4.0)
serrano207 amypro20 98 (13.0)
serrano208 amypro20 98 (7.0)
serrano209 amypro20 98 (7.0)
serrano210 amypro20 98 (7.0)
serrano211 amypro20 98 (14.0)
serrano212 amypro20 101 (9.0)
serrano213 amypro20 98 (5.0)
serrano214 amypro20 98 (12.0)
serrano215 amypro20 98 (18.5)
serrano216 amypro20 100 (10.5)
serrano217 amypro20 98 (9.0)
serrano218 amypro20 98 (5.0)
serrano219 amypro20 98 (15.0)
serrano220 amypro20 101 (9.0)
serrano221 amypro20 98 (13.0)
serrano222 amypro20 102 (11.0)
serrano223 amypro20 98 (4.0)
serrano224 amypro20 98 (13.0)
serrano225 amypro20 98 (9.0)
serrano226 amypro20 98 (9.0)
serrano227 amypro20 100 (3.5)
serrano228 amypro20 98 (4.0)
serrano229 amypro20 98 (7.0)
serrano230 amypro20 98 (9.0)
serrano231 amypro20 104 (12.0)
serrano232 amypro20 98 (9.0)
serrano233 amypro20 98 (20.0)
serrano234 amypro20 98 (14.0)
serrano235 amypro20 98 (7.0)
serrano236 amypro20 98 (13.0)
serrano237 amypro20 98 (10.0)
serrano238 amypro20 100 (5.5)
serrano239 amypro20 98 (12.0)
serrano240 amypro20 98 (22.0)
serrano241 amypro20 103 (8.0)
serrano242 amypro20 98 (7.0)
serrano243 amypro20 103 (11.0)
serrano244 amypro20 105 (9.0)
serrano245 amypro20 98 (9.0)
serrano246 amypro20 98 (7.0)
serrano247 amypro20 98 (9.0)
serrano0 amypro21 290 (8.0)
serrano1 amypro21 290 (11.5)
serrano2 amypro21 290 (17.0)
serrano3 amypro21 290 (9.0)
serrano4 amypro21 302 (10.5)
serrano5 amypro21 304 (8.0)
serrano6 amypro21 290 (20.0)
serrano7 amypro21 290 (19.0)
serrano8 amypro21 295 (14.0)
serrano9 amypro21 290 (11.0)
serrano10 amypro21 290 (20.0)
serrano11 amypro21 290 (9.0)
serrano12 amypro21 290 (23.0)
serrano13 amypro21 290 (9.0)
serrano14 amypro21 295 (14.5)
serrano15 amypro21 290 (21.0)
serrano16 amypro21 290 (11.0)
serrano17 amypro21 290 (11.0)
serrano18 amypro21 290 (13.0)
serrano19 amypro21 296 (16.5)
serrano20 amypro21 290 (14.0)
serrano21 amypro21 297 (16.5)
serrano22 amypro21 291 (10.0)
serrano23 amypro21 302 (9.0)
serrano24 amypro21 291 (10.0)
serrano25 amypro21 302 (9.0)
serrano26 amypro21 290 (11.0)
serrano27 amypro21 290 (9.0)
serrano28 amypro21 290 (14.0)
serrano29 amypro21 290 (12.0)
serrano30 amypro21 290 (16.0)
serrano31 amypro21 290 (15.5)
serrano32 amypro21 303 (9.0)
serrano33 amypro21 303 (9.0)
serrano34 amypro21 290 (6.0)
serrano35 amypro21 292 (8.5)
serrano36 amypro21 290 (14.5)
serrano37 amypro21 291 (10.0)
serrano38 amypro21 290 (9.0)
serrano39 amypro21 290 (11.0)
serrano40 amypro21 290 (9.0)
serrano41 amypro21 290 (10.0)
serrano42 amypro21 291 (11.0)
serrano43 amypro21 290 (10.5)
serrano44 amypro21 290 (18.5)
serrano45 amypro21 290 (14.5)
serrano46 amypro21 290 (19.5)
serrano47 amypro21 290 (20.0)
serrano48 amypro21 290 (18.0)
serrano49 amypro21 290 (11.5)
serrano50 amypro21 292 (14.5)
serrano51 amypro21 290 (12.0)
serrano52 amypro21 290 (11.5)
serrano53 amypro21 290 (13.0)
serrano54 amypro21 290 (18.0)
serrano55 amypro21 290 (11.5)
serrano56 amypro21 290 (16.0)
serrano57 amypro21 290 (25.0)
serrano58 amypro21 293 (19.0)
serrano59 amypro21 293 (14.0)
serrano60 amypro21 290 (11.0)
serrano61 amypro21 290 (14.0)
serrano62 amypro21 290 (14.0)
serrano63 amypro21 293 (14.0)
serrano64 amypro21 290 (14.0)
serrano65 amypro21 291 (15.0)
serrano66 amypro21 290 (15.0)
serrano67 amypro21 290 (7.0)
serrano68 amypro21 290 (15.0)
serrano69 amypro21 294 (20.0)
serrano70 amypro21 292 (13.5)
serrano71 amypro21 296 (14.0)
serrano72 amypro21 301 (13.0)
serrano73 amypro21 290 (12.5)
serrano74 amypro21 291 (13.0)
serrano75 amypro21 290 (11.0)
serrano76 amypro21 290 (15.0)
serrano77 amypro21 290 (13.0)
serrano78 amypro21 290 (15.0)
serrano79 amypro21 290 (14.0)
serrano80 amypro21 290 (16.0)
serrano81 amypro21 290 (15.0)
serrano82 amypro21 290 (9.0)
serrano83 amypro21 295 (12.0)
serrano84 amypro21 290 (17.0)
serrano85 amypro21 290 (23.0)
serrano86 amypro21 290 (9.0)
serrano87 amypro21 290 (16.0)
serrano88 amypro21 290 (13.0)
serrano89 amypro21 305 (12.0)
serrano90 amypro21 290 (9.0)
serrano91 amypro21 290 (14.0)
serrano92 amypro21 290 (9.0)
serrano93 amypro21 290 (13.5)
serrano94 amypro21 290 (13.0)
serrano95 amypro21 290 (14.0)
serrano96 amypro21 290 (11.0)
serrano97 amypro21 290 (14.0)
serrano98 amypro21 290 (13.0)
serrano99 amypro21 299 (13.0)
serrano100 amypro21 290 (13.0)
serrano101 amypro21 290 (16.0)
serrano102 amypro21 290 (16.0)
serrano103 amypro21 290 (12.0)
serrano104 amypro21 290 (9.0)
serrano105 amypro21 290 (13.0)
serrano106 amypro21 290 (6.0)
serrano107 amypro21 294 (8.5)
serrano108 amypro21 290 (18.0)
serrano109 amypro21 290 (16.0)
serrano110 amypro21 290 (11.0)
serrano111 amypro21 290 (10.5)
serrano112 amypro21 290 (12.0)
serrano113 amypro21 290 (16.0)
serrano114 amypro21 290 (20.0)
serrano115 amypro21 290 (18.0)
serrano116 amypro21 296 (6.5)
serrano117 amypro21 291 (16.0)
serrano118 amypro21 305 (16.0)
serrano119 amypro21 290 (11.5)
serrano120 amypro21 290 (16.0)
serrano121 amypro21 290 (12.0)
serrano122 amypro21 290 (16.0)
serrano123 amypro21 290 (8.0)
serrano124 amypro21 290 (14.5)
serrano125 amypro21 291 (10.0)
serrano126 amypro21 292 (12.5)
serrano127 amypro21 290 (21.0)
serrano128 amypro21 290 (20.5)
serrano129 amypro21 290 (10.0)
serrano130 amypro21 290 (8.0)
serrano131 amypro21 294 (15.5)
serrano132 amypro21 293 (9.0)
serrano133 amypro21 294 (19.5)
serrano134 amypro21 290 (12.0)
serrano135 amypro21 290 (19.0)
serrano136 amypro21 293 (13.5)
serrano137 amypro21 290 (10.0)
serrano138 amypro21 290 (15.0)
serrano139 amypro21 290 (22.0)
serrano140 amypro21 290 (17.0)
serrano141 amypro21 290 (20.0)
serrano142 amypro21 290 (20.0)
serrano143 amypro21 292 (13.5)
serrano144 amypro21 292 (14.0)
serrano145 amypro21 290 (14.0)
serrano146 amypro21 290 (14.5)
serrano147 amypro21 294 (16.5)
serrano148 amypro21 290 (12.0)
serrano149 amypro21 290 (14.0)
serrano150 amypro21 290 (13.0)
serrano151 amypro21 295 (13.0)
serrano152 amypro21 290 (13.0)
serrano153 amypro21 291 (16.0)
serrano154 amypro21 290 (12.0)
serrano155 amypro21 290 (12.0)
serrano156 amypro21 290 (10.0)
serrano157 amypro21 302 (18.0)
serrano158 amypro21 291 (19.5)
serrano159 amypro21 290 (15.0)
serrano160 amypro21 290 (15.0)
serrano161 amypro21 290 (21.0)
serrano162 amypro21 298 (18.5)
serrano163 amypro21 290 (14.5)
serrano164 amypro21 290 (23.0)
serrano165 amypro21 290 (14.0)
serrano166 amypro21 290 (12.5)
serrano167 amypro21 290 (13.0)
serrano168 amypro21 290 (23.5)
serrano169 amypro21 298 (12.0)
serrano170 amypro21 290 (18.0)
serrano171 amypro21 293 (17.0)
serrano172 amypro21 292 (17.5)
serrano173 amypro21 290 (22.5)
serrano174 amypro21 290 (10.0)
serrano175 amypro21 290 (13.0)
serrano176 amypro21 290 (18.5)
serrano177 amypro21 290 (21.0)
serrano178 amypro21 291 (11.0)
serrano179 amypro21 290 (11.0)
serrano180 amypro21 290 (12.0)
serrano181 amypro21 290 (12.0)
serrano182 amypro21 290 (16.0)
serrano183 amypro21 290 (11.0)
serrano184 amypro21 290 (18.0)
serrano185 amypro21 290 (6.0)
serrano186 amypro21 290 (16.0)
serrano187 amypro21 290 (13.0)
serrano188 amypro21 292 (6.5)
serrano189 amypro21 290 (7.5)
serrano190 amypro21 290 (9.0)
serrano191 amypro21 290 (9.0)
serrano192 amypro21 290 (9.5)
serrano193 amypro21 290 (9.0)
serrano194 amypro21 290 (16.0)
serrano195 amypro21 290 (14.0)
serrano196 amypro21 290 (17.0)
serrano197 amypro21 291 (15.0)
serrano198 amypro21 290 (11.0)
serrano199 amypro21 290 (7.0)
serrano200 amypro21 290 (9.0)
serrano201 amypro21 290 (23.0)
serrano202 amypro21 290 (12.0)
serrano203 amypro21 290 (15.0)
serrano204 amypro21 290 (10.0)
serrano205 amypro21 290 (5.0)
serrano206 amypro21 290 (8.0)
serrano207 amypro21 292 (14.5)
serrano208 amypro21 295 (10.0)
serrano209 amypro21 290 (16.0)
serrano210 amypro21 290 (10.0)
serrano211 amypro21 290 (11.0)
serrano212 amypro21 290 (14.0)
serrano213 amypro21 290 (18.0)
serrano214 amypro21 290 (26.0)
serrano215 amypro21 290 (15.0)
serrano216 amypro21 290 (17.0)
serrano217 amypro21 290 (12.0)
serrano218 amypro21 292 (12.5)
serrano219 amypro21 290 (15.0)
serrano220 amypro21 290 (15.0)
serrano221 amypro21 290 (9.0)
serrano222 amypro21 290 (8.0)
serrano223 amypro21 292 (11.5)
serrano224 amypro21 290 (16.0)
serrano225 amypro21 290 (9.0)
serrano226 amypro21 290 (8.0)
serrano227 amypro21 290 (12.0)
serrano228 amypro21 290 (14.0)
serrano229 amypro21 290 (9.0)
serrano230 amypro21 290 (9.0)
serrano231 amypro21 290 (15.0)
serrano232 amypro21 290 (16.0)
serrano233 amypro21 290 (10.0)
serrano234 amypro21 290 (14.0)
serrano235 amypro21 290 (16.0)
serrano236 amypro21 290 (17.0)
serrano237 amypro21 290 (19.5)
serrano238 amypro21 290 (10.0)
serrano239 amypro21 290 (16.0)
serrano240 amypro21 290 (13.5)
serrano241 amypro21 290 (20.0)
serrano242 amypro21 290 (13.5)
serrano243 amypro21 290 (12.0)
serrano244 amypro21 290 (10.0)
serrano245 amypro21 290 (15.0)
serrano246 amypro21 290 (12.0)
serrano247 amypro21 290 (16.5)
serrano0 amypro22 91 (10.0)
serrano1 amypro22 87 (2.0)
serrano2 amypro22 99 (1.0)
serrano3 amypro22 91 (3.0)
serrano4 amypro22 91 (19.0)
serrano5 amypro22 92 (6.0)
serrano6 amypro22 94 (6.0)
serrano7 amypro22 90 (10.0)
serrano8 amypro22 125 (10.0)
serrano9 amypro22 87 (7.0)
serrano10 amypro22 98 (6.0)
serrano11 amypro22 87 (8.0)
serrano12 amypro22 94 (8.0)
serrano13 amypro22 101 (10.0)
serrano14 amypro22 106 (8.0)
serrano15 amypro22 113 (7.0)
serrano16 amypro22 87 (11.0)
serrano17 amypro22 87 (15.0)
serrano18 amypro22 87 (5.0)
serrano19 amypro22 99 (3.5)
serrano20 amypro22 87 (14.0)
serrano21 amypro22 88 (5.5)
serrano22 amypro22 87 (8.0)
serrano23 amypro22 87 (17.0)
serrano24 amypro22 87 (16.0)
serrano25 amypro22 87 (8.0)
serrano26 amypro22 87 (8.0)
serrano27 amypro22 87 (10.0)
serrano28 amypro22 87 (7.0)
serrano29 amypro22 99 (7.0)
serrano30 amypro22 87 (11.0)
serrano31 amypro22 87 (13.0)
serrano32 amypro22 100 (7.0)
serrano33 amypro22 100 (7.0)
serrano34 amypro22 99 (7.0)
serrano35 amypro22 99 (7.0)
serrano36 amypro22 87 (13.0)
serrano37 amypro22 87 (8.0)
serrano38 amypro22 87 (11.0)
serrano39 amypro22 87 (11.0)
serrano40 amypro22 87 (11.0)
serrano41 amypro22 95 (9.0)
serrano42 amypro22 87 (12.0)
serrano43 amypro22 87 (8.0)
serrano44 amypro22 99 (9.0)
serrano45 amypro22 102 (7.0)
serrano46 amypro22 104 (9.0)
serrano47 amypro22 104 (7.0)
serrano48 amypro22 110 (10.0)
serrano49 amypro22 104 (5.0)
serrano50 amypro22 87 (5.0)
serrano51 amypro22 87 (3.0)
serrano52 amypro22 89 (6.5)
serrano53 amypro22 93 (3.0)
serrano54 amypro22 87 (6.0)
serrano55 amypro22 91 (8.0)
serrano56 amypro22 101 (12.0)
serrano57 amypro22 88 (15.0)
serrano58 amypro22 87 (15.0)
serrano59 amypro22 88 (17.0)
serrano60 amypro22 89 (16.5)
serrano61 amypro22 98 (5.0)
serrano62 amypro22 91 (5.5)
serrano63 amypro22 87 (19.0)
serrano64 amypro22 91 (7.0)
serrano65 amypro22 101 (7.0)
serrano66 amypro22 88 (10.0)
serrano67 amypro22 87 (16.0)
serrano68 amypro22 87 (15.0)
serrano69 amypro22 98 (4.0)
serrano70 amypro22 87 (14.0)
serrano71 amypro22 98 (9.0)
serrano72 amypro22 88 (10.0)
serrano73 amypro22 94 (11.0)
serrano74 amypro22 107 (8.5)
serrano75 amypro22 87 (10.0)
serrano76 amypro22 87 (9.0)
serrano77 amypro22 87 (11.0)
serrano78 amypro22 87 (5.0)
serrano79 amypro22 99 (5.5)
serrano80 amypro22 87 (12.0)
serrano81 amypro22 91 (5.0)
serrano82 amypro22 89 (13.0)
serrano83 amypro22 96 (6.0)
serrano84 amypro22 87 (7.0)
serrano85 amypro22 106 (7.0)
serrano86 amypro22 87 (8.0)
serrano87 amypro22 89 (7.5)
serrano88 amypro22 87 (5.0)
serrano89 amypro22 88 (8.0)
serrano90 amypro22 87 (7.0)
serrano91 amypro22 87 (24.5)
serrano92 amypro22 87 (8.0)
serrano93 amypro22 87 (7.0)
serrano94 amypro22 87 (7.0)
serrano95 amypro22 87 (10.0)
serrano96 amypro22 87 (4.0)
serrano97 amypro22 93 (8.0)
serrano98 amypro22 87 (13.0)
serrano99 amypro22 87 (11.0)
serrano100 amypro22 87 (7.0)
serrano101 amypro22 87 (11.0)
serrano102 amypro22 92 (11.0)
serrano103 amypro22 98 (5.0)
serrano104 amypro22 87 (6.0)
serrano105 amypro22 87 (5.0)
serrano106 amypro22 87 (12.0)
serrano107 amypro22 87 (7.0)
serrano108 amypro22 96 (5.0)
serrano109 amypro22 89 (4.0)
serrano110 amypro22 88 (5.0)
serrano111 amypro22 87 (3.0)
serrano112 amypro22 87 (8.0)
serrano113 amypro22 87 (8.0)
serrano114 amypro22 87 (4.0)
serrano115 amypro22 87 (5.0)
serrano116 amypro22 92 (10.0)
serrano117 amypro22 87 (9.5)
serrano118 amypro22 89 (6.5)
serrano119 amypro22 97 (5.0)
serrano120 amypro22 90 (9.0)
serrano121 amypro22 87 (9.0)
serrano122 amypro22 88 (8.0)
serrano123 amypro22 89 (6.0)
serrano124 amypro22 96 (9.0)
serrano125 amypro22 90 (7.0)
serrano126 amypro22 87 (7.0)
serrano127 amypro22 87 (5.0)
serrano128 amypro22 87 (7.0)
serrano129 amypro22 87 (4.0)
serrano130 amypro22 87 (17.0)
serrano131 amypro22 111 (5.0)
serrano132 amypro22 109 (7.0)
serrano133 amypro22 90 (5.0)
serrano134 amypro22 87 (9.0)
serrano135 amypro22 87 (8.0)
serrano136 amypro22 96 (4.5)
serrano137 amypro22 87 (13.0)
serrano138 amypro22 87 (10.0)
serrano139 amypro22 87 (8.0)
serrano140 amypro22 90 (8.0)
serrano141 amypro22 93 (10.0)
serrano142 amypro22 93 (10.0)
serrano143 amypro22 87 (10.0)
serrano144 amypro22 87 (7.0)
serrano145 amypro22 91 (10.0)
serrano146 amypro22 90 (7.5)
serrano147 amypro22 90 (12.0)
serrano148 amypro22 100 (7.0)
serrano149 amypro22 95 (6.0)
serrano150 amypro22 96 (5.0)
serrano151 amypro22 87 (8.5)
serrano152 amypro22 90 (7.0)
serrano153 amypro22 87 (10.0)
serrano154 amypro22 87 (16.0)
serrano155 amypro22 101 (5.0)
serrano156 amypro22 90 (8.5)
serrano157 amypro22 89 (9.5)
serrano158 amypro22 87 (11.0)
serrano159 amypro22 87 (11.0)
serrano160 amypro22 100 (10.0)
serrano161 amypro22 104 (6.0)
serrano162 amypro22 88 (12.0)
serrano163 amypro22 87 (9.0)
serrano164 amypro22 87 (8.0)
serrano165 amypro22 106 (5.0)
serrano166 amypro22 87 (10.0)
serrano167 amypro22 98 (5.0)
serrano168 amypro22 87 (9.0)
serrano169 amypro22 98 (7.0)
serrano170 amypro22 87 (6.0)
serrano171 amypro22 106 (5.0)
serrano172 amypro22 98 (9.0)
serrano173 amypro22 90 (8.0)
serrano174 amypro22 87 (11.0)
serrano175 amypro22 103 (4.0)
serrano176 amypro22 93 (5.5)
serrano177 amypro22 87 (8.0)
serrano178 amypro22 87 (14.0)
serrano179 amypro22 87 (7.0)
serrano180 amypro22 90 (8.5)
serrano181 amypro22 87 (6.0)
serrano182 amypro22 96 (2.0)
serrano183 amypro22 96 (2.0)
serrano184 amypro22 91 (7.0)
serrano185 amypro22 87 (10.0)
serrano186 amypro22 87 (7.0)
serrano187 amypro22 87 (6.0)
serrano188 amypro22 87 (9.5)
serrano189 amypro22 87 (13.0)
serrano190 amypro22 87 (7.0)
serrano191 amypro22 87 (7.0)
serrano192 amypro22 87 (11.0)
serrano193 amypro22 94 (8.0)
serrano194 amypro22 90 (5.0)
serrano195 amypro22 87 (15.0)
serrano196 amypro22 87 (9.0)
serrano197 amypro22 96 (5.0)
serrano198 amypro22 87 (14.0)
serrano199 amypro22 87 (11.0)
serrano200 amypro22 96 (5.0)
serrano201 amypro22 87 (13.0)
serrano202 amypro22 87 (7.0)
serrano203 amypro22 87 (8.0)
serrano204 amypro22 87 (7.0)
serrano205 amypro22 87 (10.0)
serrano206 amypro22 87 (13.0)
serrano207 amypro22 87 (12.0)
serrano208 amypro22 89 (10.5)
serrano209 amypro22 87 (14.0)
serrano210 amypro22 87 (3.0)
serrano211 amypro22 87 (9.0)
serrano212 amypro22 87 (16.0)
serrano213 amypro22 87 (8.5)
serrano214 amypro22 87 (9.0)
serrano215 amypro22 94 (5.0)
serrano216 amypro22 87 (9.0)
serrano217 amypro22 87 (2.0)
serrano218 amypro22 87 (9.0)
serrano219 amypro22 90 (7.0)
serrano220 amypro22 89 (9.5)
serrano221 amypro22 87 (18.0)
serrano222 amypro22 87 (8.0)
serrano223 amypro22 87 (8.0)
serrano224 amypro22 87 (5.0)
serrano225 amypro22 87 (10.0)
serrano226 amypro22 87 (13.0)
serrano227 amypro22 87 (14.0)
serrano228 amypro22 87 (17.0)
serrano229 amypro22 87 (13.0)
serrano230 amypro22 88 (10.0)
serrano231 amypro22 95 (5.0)
serrano232 amypro22 87 (17.0)
serrano233 amypro22 90 (18.0)
serrano234 amypro22 95 (7.0)
serrano235 amypro22 90 (3.0)
serrano236 amypro22 87 (4.0)
serrano237 amypro22 87 (6.0)
serrano238 amypro22 91 (5.0)
serrano239 amypro22 87 (25.0)
serrano240 amypro22 87 (13.0)
serrano241 amypro22 87 (12.0)
serrano242 amypro22 87 (12.0)
serrano243 amypro22 87 (11.0)
serrano244 amypro22 87 (12.0)
serrano245 amypro22 87 (7.5)
serrano246 amypro22 87 (10.0)
serrano247 amypro22 87 (13.0)
serrano0 amypro23 98 (11.0)
serrano1 amypro23 103 (9.0)
serrano2 amypro23 98 (10.5)
serrano3 amypro23 100 (9.0)
serrano4 amypro23 116 (8.0)
serrano5 amypro23 128 (7.0)
serrano6 amypro23 98 (9.0)
serrano7 amypro23 102 (13.5)
serrano8 amypro23 114 (12.0)
serrano9 amypro23 98 (12.0)
serrano10 amypro23 107 (7.0)
serrano11 amypro23 99 (6.0)
serrano12 amypro23 98 (16.0)
serrano13 amypro23 98 (7.0)
serrano14 amypro23 119 (6.0)
serrano15 amypro23 103 (6.0)
serrano16 amypro23 98 (9.0)
serrano17 amypro23 98 (11.0)
serrano18 amypro23 98 (9.0)
serrano19 amypro23 111 (3.0)
serrano20 amypro23 98 (15.0)
serrano21 amypro23 127 (4.0)
serrano22 amypro23 99 (6.0)
serrano23 amypro23 98 (6.0)
serrano24 amypro23 98 (8.0)
serrano25 amypro23 98 (9.0)
serrano26 amypro23 98 (14.0)
serrano27 amypro23 98 (10.0)
serrano28 amypro23 98 (12.0)
serrano29 amypro23 98 (16.0)
serrano30 amypro23 98 (8.0)
serrano31 amypro23 98 (14.0)
serrano32 amypro23 98 (17.0)
serrano33 amypro23 98 (9.0)
serrano34 amypro23 98 (8.0)
serrano35 amypro23 98 (8.0)
serrano36 amypro23 98 (9.0)
serrano37 amypro23 98 (9.0)
serrano38 amypro23 98 (12.0)
serrano39 amypro23 98 (12.0)
serrano40 amypro23 98 (11.0)
serrano41 amypro23 98 (13.0)
serrano42 amypro23 98 (12.0)
serrano43 amypro23 98 (9.0)
serrano44 amypro23 98 (13.0)
serrano45 amypro23 98 (10.0)
serrano46 amypro23 98 (12.0)
serrano47 amypro23 98 (8.0)
serrano48 amypro23 100 (7.0)
serrano49 amypro23 98 (12.0)
serrano50 amypro23 98 (11.5)
serrano51 amypro23 98 (11.0)
serrano52 amypro23 98 (11.0)
serrano53 amypro23 98 (7.0)
serrano54 amypro23 110 (13.0)
serrano55 amypro23 100 (10.5)
serrano56 amypro23 100 (11.0)
serrano57 amypro23 99 (14.0)
serrano58 amypro23 99 (10.0)
serrano59 amypro23 99 (8.5)
serrano60 amypro23 105 (14.0)
serrano61 amypro23 98 (12.0)
serrano62 amypro23 98 (10.0)
serrano63 amypro23 98 (16.5)
serrano64 amypro23 98 (13.0)
serrano65 amypro23 101 (18.5)
serrano66 amypro23 108 (19.0)
serrano67 amypro23 98 (10.5)
serrano68 amypro23 98 (11.0)
serrano69 amypro23 98 (20.0)
serrano70 amypro23 98 (15.0)
serrano71 amypro23 98 (7.0)
serrano72 amypro23 98 (7.0)
serrano73 amypro23 98 (7.0)
serrano74 amypro23 98 (11.0)
serrano75 amypro23 99 (20.0)
serrano76 amypro23 98 (11.0)
serrano77 amypro23 98 (9.0)
serrano78 amypro23 98 (15.0)
serrano79 amypro23 98 (15.0)
serrano80 amypro23 98 (11.0)
serrano81 amypro23 98 (15.0)
serrano82 amypro23 98 (12.0)
serrano83 amypro23 102 (11.5)
serrano84 amypro23 98 (13.0)
serrano85 amypro23 101 (12.0)
serrano86 amypro23 101 (4.0)
serrano87 amypro23 101 (10.0)
serrano88 amypro23 98 (13.0)
serrano89 amypro23 101 (12.0)
serrano90 amypro23 102 (8.0)
serrano91 amypro23 99 (14.0)
serrano92 amypro23 98 (6.0)
serrano93 amypro23 98 (8.0)
serrano94 amypro23 100 (7.0)
serrano95 amypro23 98 (17.0)
serrano96 amypro23 98 (8.0)
serrano97 amypro23 98 (10.0)
serrano98 amypro23 98 (11.0)
serrano99 amypro23 115 (8.0)
serrano100 amypro23 103 (9.0)
serrano101 amypro23 106 (2.0)
serrano102 amypro23 103 (6.0)
serrano103 amypro23 104 (10.0)
serrano104 amypro23 98 (10.0)
serrano105 amypro23 98 (7.0)
serrano106 amypro23 98 (9.0)
serrano107 amypro23 101 (10.0)
serrano108 amypro23 98 (12.0)
serrano109 amypro23 98 (12.0)
serrano110 amypro23 98 (7.0)
serrano111 amypro23 103 (9.0)
serrano112 amypro23 98 (8.0)
serrano113 amypro23 98 (8.0)
serrano114 amypro23 98 (8.0)
serrano115 amypro23 98 (6.0)
serrano116 amypro23 98 (6.0)
serrano117 amypro23 98 (11.0)
serrano118 amypro23 98 (9.5)
serrano119 amypro23 100 (17.0)
serrano120 amypro23 98 (14.0)
serrano121 amypro23 98 (11.0)
serrano122 amypro23 98 (11.0)
serrano123 amypro23 98 (13.0)
serrano124 amypro23 98 (7.0)
serrano125 amypro23 98 (9.0)
serrano126 amypro23 98 (8.0)
serrano127 amypro23 98 (12.0)
serrano128 amypro23 98 (7.0)
serrano129 amypro23 98 (10.0)
serrano130 amypro23 98 (15.0)
serrano131 amypro23 106 (7.5)
serrano132 amypro23 101 (19.0)
serrano133 amypro23 98 (7.0)
serrano134 amypro23 98 (11.0)
serrano135 amypro23 98 (11.0)
serrano136 amypro23 102 (16.5)
serrano137 amypro23 98 (22.5)
serrano138 amypro23 104 (5.5)
serrano139 amypro23 98 (8.0)
serrano140 amypro23 108 (7.0)
serrano141 amypro23 108 (8.0)
serrano142 amypro23 108 (8.0)
serrano143 amypro23 98 (18.0)
serrano144 amypro23 104 (18.5)
serrano145 amypro23 102 (13.0)
serrano146 amypro23 98 (10.5)
serrano147 amypro23 99 (11.0)
serrano148 amypro23 98 (9.0)
serrano149 amypro23 111 (12.0)
serrano150 amypro23 98 (12.0)
serrano151 amypro23 98 (7.0)
serrano152 amypro23 98 (16.0)
serrano153 amypro23 98 (12.0)
serrano154 amypro23 98 (11.0)
serrano155 amypro23 98 (20.5)
serrano156 amypro23 99 (17.0)
serrano157 amypro23 98 (13.0)
serrano158 amypro23 98 (14.0)
serrano159 amypro23 98 (10.5)
serrano160 amypro23 102 (12.5)
serrano161 amypro23 100 (11.5)
serrano162 amypro23 100 (16.5)
serrano163 amypro23 98 (21.5)
serrano164 amypro23 114 (6.0)
serrano165 amypro23 104 (11.0)
serrano166 amypro23 99 (9.0)
serrano167 amypro23 98 (9.0)
serrano168 amypro23 98 (13.5)
serrano169 amypro23 98 (16.0)
serrano170 amypro23 99 (11.0)
serrano171 amypro23 98 (4.5)
serrano172 amypro23 101 (19.0)
serrano173 amypro23 98 (16.0)
serrano174 amypro23 98 (8.0)
serrano175 amypro23 98 (16.0)
serrano176 amypro23 98 (5.5)
serrano177 amypro23 106 (5.0)
serrano178 amypro23 103 (8.0)
serrano179 amypro23 98 (10.0)
serrano180 amypro23 98 (8.0)
serrano181 amypro23 98 (9.0)
serrano182 amypro23 98 (6.0)
serrano183 amypro23 98 (5.0)
serrano184 amypro23 98 (8.0)
serrano185 amypro23 98 (8.0)
serrano186 amypro23 98 (13.0)
serrano187 amypro23 98 (10.0)
serrano188 amypro23 98 (6.0)
serrano189 amypro23 98 (13.0)
serrano190 amypro23 98 (17.0)
serrano191 amypro23 103 (4.0)
serrano192 amypro23 101 (8.0)
serrano193 amypro23 98 (10.0)
serrano194 amypro23 98 (10.5)
serrano195 amypro23 98 (16.0)
serrano196 amypro23 98 (14.0)
serrano197 amypro23 98 (11.0)
serrano198 amypro23 98 (14.5)
serrano199 amypro23 101 (11.0)
serrano200 amypro23 98 (12.5)
serrano201 amypro23 98 (16.0)
serrano202 amypro23 98 (22.0)
serrano203 amypro23 98 (15.0)
serrano204 amypro23 98 (9.0)
serrano205 amypro23 98 (14.0)
serrano206 amypro23 98 (15.0)
serrano207 amypro23 98 (11.0)
serrano208 amypro23 98 (10.0)
serrano209 amypro23 98 (10.0)
serrano210 amypro23 98 (6.0)
